flow_id,timestamp,src_ip,dst_ip,dst_port,protocol,duration_sec,src_bytes,dst_bytes,packets,connections_2s,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,hour,is_weekend,label
TR01963,2026-08-13 10:05:30,10.14.7.23,104.16.132.229,443,TCP,10.087,513,3764,3,3,0.0292,0.0142,0.2631,0.7884,10,0,0
TR01964,2026-08-12 18:45:54,10.20.2.15,13.107.6.156,80,TCP,3.943,2431,434777,732,5,0.1616,0.0213,0.6713,0.3874,18,0,0
TR01965,2026-08-14 10:34:06,10.20.9.10,185.125.190.29,53,UDP,11.319,3180,551,2,1,0.2953,0.108,0.9673,0.1034,10,0,0
TR01966,2026-08-12 12:52:18,10.14.5.4,142.250.74.14,1433,TCP,10.405,6624,7529,15,10,0.0686,0.127,0.4567,0.47,12,0,0
TR01967,2026-08-14 23:32:34,10.14.7.23,104.16.132.229,443,TCP,15.934,3197,91,3,5,0.1208,0.1475,0.7596,0.205,23,0,0
TR01968,2026-08-11 15:33:55,10.20.2.15,44.236.72.93,80,TCP,25.858,7677,1544,17,8,0.1269,0.0657,0.5958,0.3886,15,0,0
TR01969,2026-08-14 01:07:39,10.14.5.4,140.82.121.4,443,TCP,2.23,513,423,7,6,0.031,0.0338,0.8942,0.0002,1,0,1
TR01970,2026-08-16 00:21:05,10.14.5.4,20.112.52.29,3389,TCP,49.563,198,81,2,7,0.0613,0.1149,0.5536,0.4293,0,1,0
TR01971,2026-08-14 21:55:03,10.14.8.11,44.236.72.93,443,TCP,27.626,9634,649,11,7,0.089,0.0489,0.7974,0.2406,21,0,0
TR01972,2026-08-15 12:29:26,10.20.2.15,20.112.52.29,443,TCP,5.058,9687,10828,19,7,0.0677,0.0738,0.8061,0.12,12,1,0
TR01973,2026-08-16 07:28:03,10.20.9.10,185.125.190.29,25,TCP,11.576,3202,2486,5,6,0.03,0.0021,0.746,0.2786,7,1,0
TR01974,2026-08-10 04:44:32,10.14.7.23,140.82.121.4,443,TCP,110.942,24753964,77021,32352,4,0.0452,0.001,0.8005,0.1319,4,0,1
TR01975,2026-08-12 14:18:54,10.14.7.23,104.16.132.229,53,UDP,7.69,254,44383,35,2,0.0765,0.0692,0.7491,0.1783,14,0,0
TR01976,2026-08-11 17:05:35,10.14.9.18,140.82.121.4,53,UDP,11.44,452,564885,574,2,0.1351,0.0304,0.879,0.0915,17,0,0
TR01977,2026-08-15 16:34:31,10.14.7.23,140.82.121.4,443,TCP,16.86,23888,14058,34,4,0.0259,0.0182,0.9114,0.021,16,1,0
TR01978,2026-08-13 11:53:49,10.14.7.23,185.125.190.29,443,TCP,7.825,60,28895,26,6,0.0239,0.0891,0.2952,0.6869,11,0,0
TR01979,2026-08-15 01:49:26,10.20.9.10,185.125.190.29,443,TCP,182.265,34348794,53913,16918,1,0.0075,0.0294,0.9589,0.0986,1,1,1
TR01980,2026-08-13 06:34:14,10.20.9.10,44.236.72.93,80,TCP,6.043,16151,6245,14,6,0.2806,0.0416,0.6611,0.267,6,0,0
TR01981,2026-08-13 12:55:32,10.14.5.4,13.107.6.156,443,TCP,34.905,7420,6081,9,9,0.1139,0.0252,0.9219,0.0642,12,0,0
TR01982,2026-08-16 05:28:28,10.20.9.10,142.250.74.14,443,TCP,4.889,872,3652,4,4,0.0105,0.0012,0.9169,0.1068,5,1,0
TR01983,2026-08-16 07:54:07,10.20.9.10,185.125.190.29,22,TCP,5.94,1986,3735,8,3,0.0677,0.0146,0.8792,0.0733,7,1,0
TR01984,2026-08-15 03:11:25,10.20.2.15,44.236.72.93,80,TCP,28.62,2779,6511,6,10,0.036,0.0278,0.8686,0.1994,3,1,0
TR01985,2026-08-13 01:56:09,10.14.8.11,140.82.121.4,53,UDP,30.98,826,15414,13,3,0.2237,0.0668,0.4448,0.6062,1,0,0
TR01986,2026-08-13 10:49:56,10.20.2.15,142.250.74.14,53,UDP,20.373,9791,733,9,8,0.0519,0.0455,0.7174,0.3481,10,0,0
TR01987,2026-08-12 07:04:43,10.14.7.23,20.112.52.29,443,TCP,10.894,642,40,2,10,0.0383,0.0898,0.7705,0.213,7,0,0
TR01988,2026-08-13 04:23:43,10.14.9.18,140.82.121.4,22,TCP,60.599,413,2937,4,2,0.1567,0.0902,0.842,0.1302,4,0,0
TR01989,2026-08-11 22:09:49,10.14.9.18,104.16.132.229,443,TCP,37.188,1549,1802,5,8,0.0668,0.0567,0.8282,0.2107,22,0,0
TR01990,2026-08-15 00:58:38,10.14.5.4,44.236.72.93,443,TCP,3.816,884,491,8,5,0.0261,0.0239,0.9287,0.0772,0,1,1
TR01991,2026-08-10 11:21:03,10.14.5.4,142.250.74.14,3389,TCP,17.161,28272,5448,52,18,0.0134,0.0216,0.85,0.1914,11,0,0
TR01992,2026-08-12 10:25:54,10.20.9.10,13.107.6.156,80,TCP,9.516,270,73528,46,1,0.055,0.0654,0.8243,0.1375,10,0,0
TR01993,2026-08-11 16:37:01,10.14.8.11,104.16.132.229,443,TCP,7.076,1788,6832,7,7,0.0538,0.1434,0.6896,0.2758,16,0,0
TR01994,2026-08-13 19:55:29,10.20.2.15,142.250.74.14,445,TCP,40.221,7142,23309,20,5,0.1067,0.014,0.6707,0.3723,19,0,0
TR01995,2026-08-10 10:19:18,10.14.7.23,13.107.6.156,3389,TCP,40.536,14404,4677,17,3,0.065,0.0932,0.8836,0.1795,10,0,0
TR01996,2026-08-16 22:25:18,10.20.2.15,140.82.121.4,443,TCP,34.099,402,245878,349,11,0.0077,0.0007,0.7579,0.2518,22,1,0
TR01997,2026-08-15 07:13:04,10.20.2.15,185.125.190.29,443,TCP,21.671,148,1101,2,10,0.2744,0.2016,0.7992,0.1612,7,1,0
TR01998,2026-08-16 20:54:07,10.14.7.23,104.16.132.229,80,TCP,26.187,13677,6385,23,3,0.0535,0.0074,0.4448,0.5488,20,1,0
TR01999,2026-08-13 22:36:34,10.14.5.4,140.82.121.4,53,UDP,10.984,617,56099,60,6,0.0759,0.072,0.8769,0.1724,22,0,0
TR02000,2026-08-12 17:21:49,10.20.9.10,185.125.190.29,445,TCP,4.33,5295,10103,19,3,0.1041,0.0619,0.5795,0.3501,17,0,0
TR02001,2026-08-13 22:44:53,10.20.2.15,140.82.121.4,53,UDP,68.207,1092,66973,52,8,0.014,0.0512,0.818,0.1304,22,0,0
TR02002,2026-08-15 17:56:07,10.14.8.11,44.236.72.93,443,TCP,0.194,71,54,5,36,0.9071,0.4395,0.1521,0.6615,17,1,1
TR02003,2026-08-11 10:11:52,10.14.7.23,20.112.52.29,445,TCP,6.304,440,624,2,8,0.0475,0.3074,0.4514,0.5174,10,0,0
TR02004,2026-08-12 06:05:08,10.14.8.11,44.236.72.93,443,TCP,40.815,200,2490,2,5,0.0379,0.1513,0.7895,0.2884,6,0,0
TR02005,2026-08-16 07:24:11,10.14.7.23,13.107.6.156,443,TCP,3.413,428,1102,2,6,0.1983,0.0754,0.6716,0.3901,7,1,0
TR02006,2026-08-14 16:13:12,10.20.2.15,20.112.52.29,443,TCP,8.502,4560,25017,55,6,0.1306,0.0227,0.4041,0.6346,16,0,0
TR02007,2026-08-13 23:58:07,10.14.8.11,44.236.72.93,443,TCP,111.008,8900878,13739,22770,2,0.0297,0.0486,0.8584,0.1307,23,0,1
TR02008,2026-08-10 00:11:39,10.14.5.4,185.125.190.29,443,TCP,5.532,574,286,12,3,0.0257,0.0304,0.9117,0.0201,0,0,1
TR02009,2026-08-12 12:36:32,10.14.7.23,20.112.52.29,443,TCP,11.049,1249,12702,27,1,0.1288,0.0396,0.8979,0.1207,12,0,0
TR02010,2026-08-16 12:10:42,10.14.5.4,140.82.121.4,22,TCP,144.155,7726,7852,12,3,0.0742,0.0675,0.7453,0.3345,12,1,0
TR02011,2026-08-11 20:10:13,10.20.9.10,20.112.52.29,53,UDP,1.995,3482,1338,6,11,0.048,0.0733,0.6911,0.3117,20,0,0
TR02012,2026-08-16 22:20:06,10.20.2.15,185.125.190.29,80,TCP,62.154,18803,14684,25,11,0.0345,0.04,0.777,0.3018,22,1,0
TR02013,2026-08-14 18:27:15,10.14.5.4,44.236.72.93,443,TCP,30.195,924,2594,4,12,0.2217,0.0582,0.7243,0.2332,18,0,0
TR02014,2026-08-10 21:11:10,10.14.5.4,104.16.132.229,443,TCP,13.875,17251,7464,22,1,0.0005,0.034,0.5632,0.4503,21,0,0
TR02015,2026-08-16 08:04:30,10.20.9.10,140.82.121.4,3389,TCP,43.351,13702,5215,15,7,0.0666,0.0884,0.7407,0.2534,8,1,0
TR02016,2026-08-13 19:01:44,10.14.7.23,104.16.132.229,3389,TCP,7.505,947,269,2,9,0.0119,0.1083,0.9494,0.0719,19,0,0
TR02017,2026-08-11 21:19:15,10.14.5.4,44.236.72.93,445,TCP,37.753,21798,86660,181,5,0.0788,0.2361,0.2851,0.6912,21,0,0
TR02018,2026-08-15 13:44:28,10.14.5.4,185.125.190.29,80,TCP,8.544,3670,1831,5,5,0.0243,0.2196,0.6463,0.3529,13,1,0
TR02019,2026-08-12 03:16:33,10.14.5.4,104.16.132.229,443,TCP,2.799,207,224,12,1,0.0108,0.009,0.8739,0.0882,3,0,1
TR02020,2026-08-12 03:00:38,10.20.2.15,44.236.72.93,53,UDP,4.648,4507,3439,11,10,0.0485,0.0644,0.5767,0.4158,3,0,0
TR02021,2026-08-11 02:38:23,10.20.9.10,104.16.132.229,443,TCP,206.59,28179193,5586,37344,7,0.064,0.0447,0.8272,0.0738,2,0,1
TR02022,2026-08-11 04:20:46,10.14.9.18,185.125.190.29,443,TCP,79.087,16870203,20871,35479,5,0.067,0.068,0.9857,0.1254,4,0,1
TR02023,2026-08-16 04:35:42,10.14.9.18,142.250.74.14,443,TCP,164.7,10925431,12738,39283,1,0.0324,0.0134,0.943,0.2174,4,1,1
TR02024,2026-08-16 20:12:10,10.14.5.4,13.107.6.156,80,TCP,5.823,846,13141,9,2,0.0761,0.0462,0.5262,0.403,20,1,0
TR02025,2026-08-14 22:11:36,10.14.7.23,104.16.132.229,1433,TCP,3.669,124,24481,17,5,0.0513,0.0951,0.5353,0.412,22,0,0
TR02026,2026-08-13 02:27:05,10.20.9.10,104.16.132.229,53,UDP,12.338,2714,14492,14,1,0.0029,0.0801,0.3287,0.7258,2,0,0
TR02027,2026-08-15 22:10:43,10.20.2.15,13.107.6.156,22,TCP,13.812,239,5527,5,1,0.0122,0.0738,0.8571,0.1967,22,1,0
TR02028,2026-08-16 23:32:43,10.20.2.15,185.125.190.29,53,UDP,18.759,187,440,2,6,0.121,0.1487,0.4529,0.5551,23,1,0
TR02029,2026-08-13 04:43:44,10.14.9.18,13.107.6.156,1433,TCP,58.835,336,14689,12,6,0.1022,0.0886,0.8405,0.1156,4,0,0
TR02030,2026-08-14 00:31:36,10.20.2.15,104.16.132.229,443,TCP,171.866,13479719,14953,33190,8,0.0792,0.0321,0.7572,0.1802,0,0,1
TR02031,2026-08-10 15:42:47,10.20.9.10,140.82.121.4,443,TCP,24.606,5547,14939,25,10,0.0668,0.1008,0.8984,0.076,15,0,0
TR02032,2026-08-12 16:01:55,10.14.8.11,13.107.6.156,1433,TCP,11.651,2779,1506,4,7,0.1741,0.0741,0.9327,0.136,16,0,0
TR02033,2026-08-15 18:35:49,10.20.9.10,185.125.190.29,53,UDP,19.957,10044,2479,10,5,0.0362,0.0743,0.6171,0.4523,18,1,0
TR02034,2026-08-11 00:55:37,10.14.7.23,44.236.72.93,443,TCP,4.147,649,198,4,3,0.0196,0.0321,0.9358,0.0692,0,0,1
TR02035,2026-08-13 13:46:31,10.14.9.18,140.82.121.4,53,UDP,2.335,4787,2909,8,3,0.2623,0.0866,0.8545,0.1201,13,0,0
TR02036,2026-08-12 13:42:21,10.14.7.23,142.250.74.14,443,TCP,50.72,48281,292,38,10,0.0594,0.2568,0.728,0.2876,13,0,0
TR02037,2026-08-14 13:24:50,10.14.5.4,20.112.52.29,3389,TCP,4.201,368,1126,2,1,0.2416,0.1436,0.5251,0.4365,13,0,0
TR02038,2026-08-11 13:28:33,10.14.8.11,20.112.52.29,443,TCP,8.271,9408,848,10,4,0.0048,0.1195,0.6216,0.3104,13,0,0
TR02039,2026-08-14 22:56:41,10.14.7.23,20.112.52.29,3389,TCP,15.974,63,2939,2,2,0.2646,0.0529,0.7976,0.2214,22,0,0
TR02040,2026-08-16 02:19:06,10.20.9.10,104.16.132.229,53,UDP,25.928,6517,20035,28,1,0.2249,0.0682,0.7976,0.1894,2,1,0
TR02041,2026-08-16 22:30:44,10.20.2.15,104.16.132.229,80,TCP,5.448,2705,431085,503,10,0.0257,0.0211,0.6903,0.2973,22,1,0
TR02042,2026-08-11 15:03:29,10.20.2.15,20.112.52.29,445,TCP,9.611,545,49532,53,5,0.0175,0.0996,0.9317,0.0896,15,0,0
TR02043,2026-08-16 22:09:07,10.14.8.11,104.16.132.229,443,TCP,6.69,1292,8118,6,1,0.1073,0.1,0.743,0.2304,22,1,0
TR02044,2026-08-10 14:22:34,10.14.5.4,104.16.132.229,53,UDP,9.077,601,6984,5,1,0.0652,0.1716,0.7523,0.3105,14,0,0
TR02045,2026-08-12 01:34:20,10.14.5.4,20.112.52.29,443,TCP,3.992,649,637,12,2,0.0326,0.01,0.9,0.007,1,0,1
TR02046,2026-08-10 14:01:33,10.14.7.23,13.107.6.156,443,TCP,5.271,4769,3777,7,7,0.0555,0.028,0.6313,0.3099,14,0,0
TR02047,2026-08-16 13:59:08,10.20.9.10,142.250.74.14,3389,TCP,2.656,25358,978,19,2,0.225,0.0231,0.6456,0.3645,13,1,0
TR02048,2026-08-11 08:39:01,10.14.7.23,13.107.6.156,443,TCP,42.765,10335,8436,13,8,0.1304,0.0653,0.7507,0.2246,8,0,0
TR02049,2026-08-15 02:10:21,10.14.7.23,142.250.74.14,443,TCP,17.039,16213,1374,30,7,0.1277,0.1456,0.8696,0.0697,2,1,0
TR02050,2026-08-14 03:24:59,10.20.2.15,140.82.121.4,443,TCP,6.333,3680,370,3,1,0.0043,0.1194,0.9054,0.1626,3,0,0
TR02051,2026-08-13 08:42:13,10.20.2.15,13.107.6.156,445,TCP,4.981,19746,3064,16,7,0.0953,0.1513,0.6094,0.3605,8,0,0
TR02052,2026-08-11 23:53:12,10.20.9.10,13.107.6.156,443,TCP,113.786,11256705,54662,11766,4,0.0513,0.0685,0.806,0.048,23,0,1
TR02053,2026-08-16 22:43:33,10.20.2.15,44.236.72.93,443,TCP,10.693,244,1306,2,9,0.1418,0.3042,0.8456,0.131,22,1,0
TR02054,2026-08-15 05:03:04,10.14.8.11,104.16.132.229,1433,TCP,5.323,10046,2324,9,10,0.0167,0.0611,0.8084,0.148,5,1,0
TR02055,2026-08-13 05:49:58,10.14.7.23,142.250.74.14,3389,TCP,19.953,6304,2267,10,9,0.0492,0.0074,0.7731,0.2355,5,0,0
TR02056,2026-08-14 17:22:40,10.20.2.15,185.125.190.29,443,TCP,26.758,157,519,2,7,0.0242,0.0603,0.7766,0.2926,17,0,0
TR02057,2026-08-11 11:47:48,10.14.9.18,104.16.132.229,80,TCP,20.637,831,47474,32,5,0.0108,0.2669,0.9439,0.0427,11,0,0
TR02058,2026-08-11 07:25:23,10.14.8.11,142.250.74.14,80,TCP,60.257,3359,13819,16,5,0.0596,0.1357,0.4409,0.5783,7,0,0
TR02059,2026-08-14 19:32:10,10.14.7.23,185.125.190.29,25,TCP,4.881,38546,47761,118,4,0.0414,0.0566,0.6832,0.3908,19,0,0
TR02060,2026-08-13 04:08:31,10.14.7.23,142.250.74.14,3389,TCP,6.743,5139,7026,16,13,0.0325,0.0344,0.5616,0.4574,4,0,0
TR02061,2026-08-10 00:18:31,10.20.2.15,20.112.52.29,53,UDP,20.125,797,31352,42,7,0.1328,0.0128,0.9432,0,0,0,0
TR02062,2026-08-14 17:04:41,10.20.9.10,20.112.52.29,22,TCP,166.707,630,7117,9,8,0.1118,0.1319,0.4673,0.5862,17,0,0
TR02063,2026-08-13 08:40:26,10.14.5.4,20.112.52.29,25,TCP,17.032,23661,578,18,12,0.0385,0.0535,0.5296,0.3993,8,0,0
TR02064,2026-08-16 22:06:48,10.14.8.11,140.82.121.4,25,TCP,2.774,15174,309863,215,10,0.0271,0.0091,0.9177,0.1238,22,1,0
TR02065,2026-08-11 23:00:18,10.14.5.4,104.16.132.229,443,TCP,6.285,105,22617,22,3,0.0626,0.0344,0.5595,0.3888,23,0,0
TR02066,2026-08-13 06:15:51,10.14.8.11,185.125.190.29,443,TCP,11.76,71,3250,2,1,0.0329,0.0937,0.6716,0.3794,6,0,0
TR02067,2026-08-10 14:29:05,10.14.9.18,185.125.190.29,443,TCP,5.584,7048,10567,13,7,0.0465,0.0457,0.8281,0.1708,14,0,0
TR02068,2026-08-15 15:43:30,10.14.7.23,44.236.72.93,80,TCP,42.564,5174,9375,14,11,0.1797,0.1246,0.6584,0.3912,15,1,0
TR02069,2026-08-16 12:27:15,10.14.7.23,185.125.190.29,80,TCP,14.151,6773,26753,51,5,0.1344,0.0437,0.7777,0.2352,12,1,0
TR02070,2026-08-12 01:08:12,10.14.7.23,44.236.72.93,443,TCP,38.36,518,2481,2,9,0.049,0.0462,0.7139,0.3267,1,0,0
TR02071,2026-08-13 07:42:15,10.14.9.18,20.112.52.29,443,TCP,10.842,3892,216,3,5,0.0246,0.0027,0.4643,0.5337,7,0,0
TR02072,2026-08-10 02:51:02,10.14.7.23,104.16.132.229,443,TCP,135.109,8939428,66145,30666,2,0.0532,0.0368,0.9727,0.1649,2,0,1
TR02073,2026-08-10 01:02:52,10.14.7.23,185.125.190.29,443,TCP,4.53,264,356,2,6,0.029,0.0144,0.9813,0.0676,1,0,1
TR02074,2026-08-16 23:50:59,10.20.9.10,185.125.190.29,80,TCP,17.876,1390,484,2,6,0.1504,0.0332,0.8992,0.1263,23,1,0
TR02075,2026-08-11 18:21:55,10.14.7.23,140.82.121.4,443,TCP,22.707,2825,13658,27,9,0.0012,0.0461,0.918,0.0266,18,0,0
TR02076,2026-08-13 18:47:18,10.14.8.11,20.112.52.29,443,TCP,21.323,536,2297,2,6,0.0433,0.1254,0.7819,0.1893,18,0,0
TR02077,2026-08-11 14:33:53,10.14.8.11,44.236.72.93,25,TCP,8.809,984,4369,5,3,0.0383,0.0303,0.9217,0.0534,14,0,0
TR02078,2026-08-10 15:57:38,10.14.8.11,142.250.74.14,80,TCP,43.019,173,10852,11,12,0.0978,0.035,0.6244,0.3409,15,0,0
TR02079,2026-08-12 03:18:34,10.14.7.23,140.82.121.4,443,TCP,157.452,34642797,25813,11186,4,0.0202,0.0195,0.8246,0.0003,3,0,1
TR02080,2026-08-10 02:08:03,10.14.7.23,140.82.121.4,443,TCP,21.333,937,5896,6,5,0.0602,0.2931,0.7919,0.2551,2,0,0
TR02081,2026-08-16 01:32:59,10.20.9.10,185.125.190.29,443,TCP,99.243,16177055,65886,40493,5,0.0322,0.014,0.8715,0.199,1,1,1
TR02082,2026-08-15 21:02:31,10.14.5.4,13.107.6.156,80,TCP,12.423,2429,1109,6,3,0.0154,0.0166,0.7088,0.222,21,1,0
TR02083,2026-08-11 03:42:58,10.20.9.10,142.250.74.14,25,TCP,11.755,491,4607,7,6,0.085,0.1268,0.8516,0.154,3,0,0
TR02084,2026-08-14 10:32:03,10.14.5.4,185.125.190.29,25,TCP,47.429,5941,12369,19,4,0.0339,0.0528,0.4022,0.5967,10,0,0
TR02085,2026-08-13 09:47:55,10.14.7.23,142.250.74.14,3389,TCP,2.077,537,11608,17,8,0.0127,0.0978,0.7499,0.3269,9,0,0
TR02086,2026-08-14 11:47:23,10.20.9.10,140.82.121.4,3389,TCP,10.532,3560,1486,6,7,0.036,0.1415,0.6543,0.3511,11,0,0
TR02087,2026-08-13 04:27:54,10.14.7.23,142.250.74.14,25,TCP,0.591,137,13,1,52,0.6913,0.4776,0.1168,0.986,4,0,1
TR02088,2026-08-16 20:51:24,10.14.5.4,142.250.74.14,443,TCP,5.111,899,3651,3,15,0.0746,0.0141,0.7528,0.1752,20,1,0
TR02089,2026-08-11 23:04:43,10.14.8.11,185.125.190.29,443,TCP,36.263,3375,1093,7,1,0.2369,0.0938,0.6955,0.3181,23,0,0
TR02090,2026-08-14 15:58:16,10.20.9.10,104.16.132.229,443,TCP,23.967,8035,4916,11,1,0.0187,0.0769,0.4886,0.5867,15,0,0
TR02091,2026-08-15 14:50:53,10.20.2.15,140.82.121.4,22,TCP,6.617,2054,9724,9,6,0.0768,0.1171,0.4761,0.5487,14,1,0
TR02092,2026-08-16 09:35:11,10.14.8.11,13.107.6.156,22,TCP,40.188,3032,930,2,9,0.0267,0.0015,0.66,0.36,9,1,0
TR02093,2026-08-10 12:43:01,10.14.8.11,13.107.6.156,443,TCP,5.18,5456,2952,5,8,0.0069,0.0513,0.891,0.1114,12,0,0
TR02094,2026-08-11 00:46:48,10.14.7.23,104.16.132.229,443,TCP,200.949,22843454,66361,42257,3,0.0336,0.0439,0.9842,0.0419,0,0,1
TR02095,2026-08-14 04:24:31,10.14.5.4,104.16.132.229,443,TCP,3.023,371,486,11,4,0.0435,0.0254,0.8866,0.0952,4,0,1
TR02096,2026-08-13 19:09:49,10.14.9.18,44.236.72.93,80,TCP,15.541,2952,6854,19,7,0.0249,0.033,0.426,0.6146,19,0,0
TR02097,2026-08-16 06:23:21,10.14.7.23,140.82.121.4,3389,TCP,176.303,572,4088,5,6,0.1705,0.1864,0.8353,0.1623,6,1,0
TR02098,2026-08-13 00:32:45,10.14.7.23,185.125.190.29,80,TCP,5.863,193,1366,2,7,0.0774,0.0726,0.7047,0.302,0,0,0
TR02099,2026-08-15 08:58:57,10.14.9.18,185.125.190.29,22,TCP,16.659,4134,1336,7,1,0.0309,0.0959,0.7028,0.2398,8,1,0
TR02100,2026-08-15 20:16:51,10.20.9.10,20.112.52.29,443,TCP,53.307,1861,1901,4,1,0.082,0.088,0.5164,0.4554,20,1,0
TR02101,2026-08-12 07:28:48,10.20.9.10,13.107.6.156,25,TCP,5.265,465,2837,5,6,0.0313,0.0594,0.9613,0.0124,7,0,0
TR02102,2026-08-14 10:57:09,10.20.9.10,140.82.121.4,443,TCP,5.022,146,16627,14,6,0.0723,0.1765,0.8155,0.24,10,0,0
TR02103,2026-08-16 17:27:11,10.14.7.23,140.82.121.4,443,TCP,37.136,1706,261,2,13,0.0487,0.2236,0.3252,0.6732,17,1,0
TR02104,2026-08-13 00:15:36,10.14.8.11,104.16.132.229,25,TCP,26.418,4078,4691,10,1,0.048,0.0618,0.4962,0.5268,0,0,0
TR02105,2026-08-12 14:47:29,10.14.8.11,20.112.52.29,3389,TCP,36.549,11659,6139,33,8,0.0266,0.1074,0.839,0.1101,14,0,0
TR02106,2026-08-11 08:12:43,10.14.5.4,140.82.121.4,3389,TCP,8.479,438,919,2,5,0.2222,0.0194,0.446,0.6127,8,0,0
TR02107,2026-08-10 04:55:20,10.20.2.15,20.112.52.29,443,TCP,62.571,24154790,74085,19866,3,0.0427,0.0333,0.983,0.0734,4,0,1
TR02108,2026-08-11 04:51:45,10.14.8.11,185.125.190.29,22,TCP,6.996,85962,13295,101,5,0.1011,0.0791,0.7408,0.2786,4,0,0
TR02109,2026-08-11 20:10:39,10.14.7.23,13.107.6.156,80,TCP,3.518,1381,455,3,10,0.2175,0.0894,0.901,0.1024,20,0,0
TR02110,2026-08-11 11:21:34,10.14.9.18,20.112.52.29,3389,TCP,21.205,1564,151,2,1,0.2107,0.2351,0.5948,0.4788,11,0,0
TR02111,2026-08-15 05:44:22,10.14.8.11,140.82.121.4,3389,TCP,0.996,57,174,2,59,0.4678,0.4631,0.3296,0.8571,5,1,1
TR02112,2026-08-15 03:45:58,10.20.9.10,44.236.72.93,443,TCP,183.239,16201787,24414,12298,8,0.0127,0.0569,0.9639,0.206,3,1,1
TR02113,2026-08-16 00:05:19,10.14.9.18,20.112.52.29,443,TCP,187.064,12646623,56407,10341,7,0.0647,0.0018,0.7938,0.1145,0,1,1
TR02114,2026-08-13 01:26:05,10.14.5.4,185.125.190.29,443,TCP,5.612,647,441,12,2,0.0265,0.0297,0.9612,0.0601,1,0,1
TR02115,2026-08-13 02:32:58,10.20.2.15,104.16.132.229,443,TCP,5.095,649,527,7,5,0.01,0.0291,0.9587,0.0182,2,0,1
TR02116,2026-08-15 03:11:44,10.14.8.11,44.236.72.93,1433,TCP,40.063,2253,27182,24,1,0.2083,0.1136,0.5739,0.3667,3,1,0
TR02117,2026-08-14 23:32:43,10.20.2.15,140.82.121.4,443,TCP,4.257,590,352,4,4,0.0104,0.0025,0.9979,0.0089,23,0,1
TR02118,2026-08-14 08:21:42,10.14.8.11,142.250.74.14,22,TCP,0.379,64,164,5,87,0.4622,0.0696,0.3377,0.7595,8,0,1
TR02119,2026-08-12 17:32:50,10.14.5.4,20.112.52.29,445,TCP,0.584,130,31,5,65,0.5437,0.4996,0.3424,0.6602,17,0,1
TR02120,2026-08-12 04:59:18,10.14.8.11,140.82.121.4,443,TCP,6.885,10170,6925,11,9,0.3359,0.0721,0.7829,0.2568,4,0,0
TR02121,2026-08-14 21:47:02,10.20.2.15,13.107.6.156,443,TCP,70.187,5035,5376,11,2,0.0193,0.079,0.6709,0.3558,21,0,0
TR02122,2026-08-14 01:39:57,10.20.9.10,140.82.121.4,22,TCP,30.16,11915,1192,10,7,0.2394,0.0641,0.4382,0.5483,1,0,0
TR02123,2026-08-13 13:27:37,10.20.9.10,44.236.72.93,443,TCP,20.04,305,6882,4,1,0.0705,0.0048,0.8323,0.1829,13,0,0
TR02124,2026-08-13 23:30:37,10.14.8.11,13.107.6.156,443,TCP,9.85,4933,6378,8,7,0.0344,0.1876,0.9062,0.0891,23,0,0
TR02125,2026-08-16 08:12:06,10.20.9.10,13.107.6.156,443,TCP,13.416,320,1325,2,5,0.0997,0.273,0.9414,0.1146,8,1,0
TR02126,2026-08-12 23:22:38,10.14.8.11,20.112.52.29,80,TCP,16.634,5343,2314,6,7,0.1424,0.0287,0.8424,0.1237,23,0,0
TR02127,2026-08-16 03:10:46,10.14.5.4,13.107.6.156,80,TCP,19.108,782,13245,9,9,0.0672,0.02,0.5747,0.4462,3,1,0
TR02128,2026-08-16 16:01:27,10.20.9.10,185.125.190.29,445,TCP,27.63,185,14771,13,9,0.0774,0.0277,0.8767,0.0664,16,1,0
TR02129,2026-08-15 09:49:03,10.20.2.15,185.125.190.29,443,TCP,38.75,2350,2702,4,10,0.0175,0.0374,0.5389,0.5047,9,1,0
TR02130,2026-08-16 05:34:42,10.14.8.11,44.236.72.93,80,TCP,26.41,14940,5162,19,9,0.1996,0.0505,0.9092,0.0505,5,1,0
TR02131,2026-08-15 14:21:34,10.14.5.4,140.82.121.4,445,TCP,14.939,1559,2031,2,10,0.2046,0.0687,0.901,0.0822,14,1,0
TR02132,2026-08-14 01:52:02,10.20.9.10,44.236.72.93,80,TCP,7.403,5011,1022,7,5,0.0292,0.0043,0.7014,0.2232,1,0,0
TR02133,2026-08-12 18:41:23,10.14.5.4,20.112.52.29,443,TCP,2.772,584,107,2,1,0.0373,0.1279,0.8762,0.1616,18,0,0
TR02134,2026-08-15 14:06:39,10.14.8.11,13.107.6.156,443,TCP,14.705,40,9856,11,1,0.0354,0.0132,0.717,0.239,14,1,0
TR02135,2026-08-11 02:01:20,10.20.2.15,185.125.190.29,53,UDP,153.022,762,185,2,6,0.0663,0.0606,0.5086,0.562,2,0,0
TR02136,2026-08-16 20:12:06,10.20.2.15,104.16.132.229,80,TCP,8.051,4943,7232,9,5,0.0644,0.0925,0.7804,0.1471,20,1,0
TR02137,2026-08-16 05:46:18,10.14.8.11,44.236.72.93,1433,TCP,25.295,30110,39385,47,9,0.2934,0.129,0.86,0.1664,5,1,0
