event_id,timestamp,src_ip,src_port,dst_ip,dst_port,protocol,action,bytes_out,bytes_in,duration_sec,rule_name,country
F00590,2026-08-12 22:21:43,10.14.9.18,58260,10.20.8.20,1433,TCP,ALLOW,38317,32139,274.72,INTERNAL-BUSINESS,NA
F00591,2026-08-12 22:54:33,10.14.9.18,53115,10.20.1.10,1433,TCP,ALLOW,25196,330077,247.66,INTERNAL-BUSINESS,NA
F00592,2026-08-12 22:59:09,10.14.8.11,52084,20.112.52.29,123,UDP,ALLOW,205,25751,24.82,NTP-OUT,US
F00593,2026-08-12 22:59:20,10.14.9.18,58530,13.107.6.156,80,TCP,ALLOW,3260,17711,49.75,OUTBOUND-WEB,US
F00594,2026-08-12 23:02:44,10.14.8.11,54135,10.20.1.10,3389,TCP,ALLOW,63159,251160,66.75,INTERNAL-BUSINESS,NA
F00595,2026-08-12 23:07:02,10.14.9.18,52702,140.82.121.4,80,TCP,ALLOW,6835,3633,27.43,OUTBOUND-WEB,US
F00596,2026-08-12 23:15:05,10.14.8.11,62162,10.20.1.10,3389,TCP,ALLOW,14189,312230,77.91,INTERNAL-BUSINESS,NA
F00597,2026-08-12 23:16:11,10.14.8.11,62265,13.107.6.156,53,UDP,ALLOW,5817,2309,130.72,DNS-OUT,US
F00598,2026-08-12 23:25:31,10.20.9.10,64497,104.16.132.229,123,UDP,ALLOW,29896,9089,147.52,NTP-OUT,US
F00599,2026-08-12 23:27:10,10.14.9.18,64994,185.125.190.29,80,TCP,ALLOW,2194,26167,69.24,OUTBOUND-WEB,GB
F00600,2026-08-12 23:43:57,10.14.9.18,53858,10.20.8.20,443,TCP,ALLOW,87003,321645,56.31,INTERNAL-BUSINESS,NA
F00601,2026-08-12 23:47:19,10.14.7.23,50574,104.16.132.229,53,UDP,ALLOW,1758,13618,153.66,DNS-OUT,US
F00602,2026-08-12 23:48:39,10.14.9.18,55753,185.125.190.29,443,TCP,ALLOW,24386,2990,176.13,OUTBOUND-WEB,GB
F00603,2026-08-12 23:49:45,10.14.9.18,61209,142.250.74.14,80,TCP,ALLOW,2571,9919,103.63,OUTBOUND-WEB,US
F00604,2026-08-12 23:53:29,10.14.9.18,50706,10.20.8.20,443,TCP,ALLOW,43185,55168,267.39,INTERNAL-BUSINESS,NA
F00605,2026-08-12 23:53:49,10.20.2.15,60789,140.82.121.4,443,TCP,ALLOW,2341,3926,176.34,OUTBOUND-WEB,US
F00606,2026-08-12 23:54:36,10.14.9.18,61357,20.112.52.29,443,TCP,ALLOW,6101,5616,133.99,OUTBOUND-WEB,US
F00607,2026-08-13 00:00:35,10.14.9.18,52733,142.250.74.14,123,UDP,ALLOW,6129,1175,34.52,NTP-OUT,US
F00608,2026-08-13 00:02:48,10.20.2.15,51854,44.236.72.93,53,UDP,ALLOW,4119,6992,54.97,DNS-OUT,US
F00609,2026-08-13 00:14:23,10.14.8.11,53588,185.125.190.29,80,TCP,DENY,1273,2022,41.19,OUTBOUND-WEB,GB
F00610,2026-08-13 00:15:52,10.14.8.11,62064,20.112.52.29,123,UDP,ALLOW,1184,19644,41.82,NTP-OUT,US
F00611,2026-08-13 00:16:43,10.14.5.4,61715,10.20.8.20,445,TCP,ALLOW,85075,18094,287.16,INTERNAL-BUSINESS,NA
F00612,2026-08-13 00:19:22,10.20.9.10,50643,44.236.72.93,443,TCP,DENY,5117,58437,113.27,OUTBOUND-WEB,US
F00613,2026-08-13 00:23:13,10.14.7.23,49813,10.20.5.12,1433,TCP,ALLOW,37063,195992,169.71,INTERNAL-BUSINESS,NA
F00614,2026-08-13 00:24:10,10.14.8.11,60475,13.107.6.156,80,TCP,ALLOW,511,1213,147.95,OUTBOUND-WEB,US
F00615,2026-08-13 00:26:29,10.14.8.11,50193,10.20.9.10,445,TCP,ALLOW,70090,16125,292.35,INTERNAL-BUSINESS,NA
F00616,2026-08-13 00:26:55,10.14.9.18,65423,185.125.190.29,80,TCP,ALLOW,980,17314,137.38,OUTBOUND-WEB,GB
F00617,2026-08-13 00:35:32,10.20.9.10,63083,20.112.52.29,80,TCP,ALLOW,1669,4804,44.13,OUTBOUND-WEB,US
F00618,2026-08-13 00:37:26,10.14.9.18,57902,20.112.52.29,80,TCP,ALLOW,1704,4687,22.57,OUTBOUND-WEB,US
F00619,2026-08-13 00:39:12,10.14.9.18,53031,13.107.6.156,53,UDP,ALLOW,10493,11621,89.59,DNS-OUT,US
F00620,2026-08-13 00:44:26,10.14.8.11,55390,140.82.121.4,443,TCP,ALLOW,785,3287,43.35,OUTBOUND-WEB,US
F00621,2026-08-13 00:51:45,10.14.8.11,57582,142.250.74.14,123,UDP,ALLOW,2529,68941,77.83,NTP-OUT,US
F00622,2026-08-13 00:58:23,10.14.9.18,55127,44.236.72.93,123,UDP,ALLOW,1125,16008,10.95,NTP-OUT,US
F00623,2026-08-13 01:06:27,10.14.7.23,52049,10.20.1.10,1433,TCP,ALLOW,95148,159353,205.97,INTERNAL-BUSINESS,NA
F00624,2026-08-13 01:16:44,10.14.9.18,51497,185.125.190.29,53,UDP,ALLOW,1417,8649,88.62,DNS-OUT,GB
F00625,2026-08-13 01:21:08,10.14.8.11,52441,185.125.190.29,443,TCP,ALLOW,409,5124,58.97,OUTBOUND-WEB,GB
F00626,2026-08-13 01:21:17,10.14.5.4,57575,10.20.5.12,3389,TCP,ALLOW,96135,172160,189.28,INTERNAL-BUSINESS,NA
F00627,2026-08-13 01:29:19,10.14.9.18,57906,13.107.6.156,123,UDP,ALLOW,4461,2789,17.2,NTP-OUT,US
F00628,2026-08-13 01:31:18,10.14.8.11,54037,20.112.52.29,443,TCP,ALLOW,7702,11680,164.37,OUTBOUND-WEB,US
F00629,2026-08-13 01:34:23,10.14.9.18,60341,10.20.8.20,1433,TCP,ALLOW,41051,226163,225.77,INTERNAL-BUSINESS,NA
F00630,2026-08-13 01:43:35,10.14.8.11,59621,140.82.121.4,80,TCP,ALLOW,1031,14949,6.95,OUTBOUND-WEB,US
F00631,2026-08-13 01:48:29,10.14.9.18,61135,10.20.5.12,1433,TCP,ALLOW,84014,2916,107.21,INTERNAL-BUSINESS,NA
F00632,2026-08-13 01:51:25,10.14.9.18,55481,185.125.190.29,123,UDP,ALLOW,3204,4680,62.62,NTP-OUT,GB
F00633,2026-08-13 01:55:19,10.20.9.10,51105,104.16.132.229,80,TCP,ALLOW,5813,4086,21.72,OUTBOUND-WEB,US
F00634,2026-08-13 02:06:09,10.14.5.4,58747,44.236.72.93,53,UDP,ALLOW,27636,24137,64.15,DNS-OUT,US
F00635,2026-08-13 02:35:50,10.20.2.15,58800,185.125.190.29,80,TCP,ALLOW,3335,64478,121.54,OUTBOUND-WEB,GB
F00636,2026-08-13 02:39:44,10.14.8.11,64176,44.236.72.93,53,UDP,ALLOW,2189,13844,163.29,DNS-OUT,US
F00637,2026-08-13 02:45:42,10.20.2.15,63376,20.112.52.29,443,TCP,ALLOW,13764,383,105.05,OUTBOUND-WEB,US
F00638,2026-08-13 02:53:43,10.20.9.10,56807,13.107.6.156,443,TCP,ALLOW,59077,3600,81.67,OUTBOUND-WEB,US
F00639,2026-08-13 02:58:52,10.14.9.18,53345,10.20.9.10,1433,TCP,ALLOW,52061,118393,212.68,INTERNAL-BUSINESS,NA
F00640,2026-08-13 03:03:59,10.20.2.15,52797,20.112.52.29,123,UDP,ALLOW,638,7849,122.01,NTP-OUT,US
F00641,2026-08-13 03:13:14,10.14.5.4,55190,13.107.6.156,53,UDP,ALLOW,2776,5159,57.05,DNS-OUT,US
F00642,2026-08-13 03:21:05,10.14.5.4,56343,104.16.132.229,443,TCP,ALLOW,2912,2341,96.79,OUTBOUND-WEB,US
F00643,2026-08-13 03:23:02,10.14.5.4,51702,10.20.1.10,443,TCP,ALLOW,89805,39894,7.59,INTERNAL-BUSINESS,NA
F00644,2026-08-13 03:40:06,10.14.8.11,55247,185.125.190.29,80,TCP,ALLOW,4896,35816,143.13,OUTBOUND-WEB,GB
F00645,2026-08-13 03:51:06,10.14.8.11,59959,104.16.132.229,443,TCP,ALLOW,1165,10377,141.18,OUTBOUND-WEB,US
F00646,2026-08-13 03:51:07,10.20.2.15,57832,185.125.190.29,53,UDP,ALLOW,2958,19730,88.16,DNS-OUT,GB
F00647,2026-08-13 04:15:06,10.14.5.4,49426,142.250.74.14,80,TCP,ALLOW,4205,7367,178.68,OUTBOUND-WEB,US
F00648,2026-08-13 04:22:48,10.14.5.4,54800,140.82.121.4,123,UDP,ALLOW,7432,3177,169.77,NTP-OUT,US
F00649,2026-08-13 04:23:52,10.20.9.10,49276,185.125.190.29,80,TCP,ALLOW,5776,29095,42.83,OUTBOUND-WEB,GB
F00650,2026-08-13 04:24:53,10.20.9.10,64230,104.16.132.229,80,TCP,ALLOW,6153,6198,15.59,OUTBOUND-WEB,US
F00651,2026-08-13 04:25:04,10.14.9.18,63228,140.82.121.4,443,TCP,ALLOW,1451,5258,89.41,OUTBOUND-WEB,US
F00652,2026-08-13 04:31:39,10.14.7.23,60637,10.20.1.10,1433,TCP,ALLOW,35733,108342,245.66,INTERNAL-BUSINESS,NA
F00653,2026-08-13 04:37:15,10.14.7.23,55935,10.20.9.10,443,TCP,ALLOW,86053,205947,239.75,INTERNAL-BUSINESS,NA
F00654,2026-08-13 04:38:06,10.20.2.15,63006,44.236.72.93,53,UDP,ALLOW,6149,11293,22.64,DNS-OUT,US
F00655,2026-08-13 04:38:55,10.14.5.4,64004,142.250.74.14,80,TCP,ALLOW,2661,7074,68.84,OUTBOUND-WEB,US
F00656,2026-08-13 04:40:34,10.20.9.10,62586,140.82.121.4,53,UDP,ALLOW,2965,23944,168.92,DNS-OUT,US
F00657,2026-08-13 04:47:22,10.20.2.15,49339,20.112.52.29,123,UDP,DENY,3009,5504,178.75,NTP-OUT,US
F00658,2026-08-13 04:56:19,10.14.9.18,51083,20.112.52.29,443,TCP,ALLOW,1921,11404,115.05,OUTBOUND-WEB,US
F00659,2026-08-13 04:58:56,10.14.8.11,63205,185.125.190.29,80,TCP,DENY,16618,11849,129.58,OUTBOUND-WEB,GB
F00660,2026-08-13 05:01:26,10.14.8.11,49725,142.250.74.14,443,TCP,ALLOW,2146,18492,35.77,OUTBOUND-WEB,US
F00661,2026-08-13 05:15:44,10.14.9.18,61494,142.250.74.14,80,TCP,ALLOW,12053,25495,105.66,OUTBOUND-WEB,US
F00662,2026-08-13 05:28:54,10.14.9.18,55231,20.112.52.29,80,TCP,ALLOW,4901,38650,54.08,OUTBOUND-WEB,US
F00663,2026-08-13 05:36:52,10.20.2.15,53290,185.125.190.29,80,TCP,ALLOW,2229,3352,110.52,OUTBOUND-WEB,GB
F00664,2026-08-13 05:55:51,10.20.9.10,51301,20.112.52.29,53,UDP,ALLOW,5741,21438,19.16,DNS-OUT,US
F00665,2026-08-13 06:02:17,10.14.7.23,52756,104.16.132.229,80,TCP,ALLOW,16844,7358,29.15,OUTBOUND-WEB,US
F00666,2026-08-13 06:22:10,10.14.7.23,62535,44.236.72.93,123,UDP,ALLOW,8187,14801,112.0,NTP-OUT,US
F00667,2026-08-13 06:31:58,10.14.9.18,61929,140.82.121.4,443,TCP,ALLOW,6205,167,87.72,OUTBOUND-WEB,US
F00668,2026-08-13 06:38:53,10.14.9.18,58761,104.16.132.229,80,TCP,ALLOW,5829,4796,145.94,OUTBOUND-WEB,US
F00669,2026-08-13 06:44:10,10.14.8.11,60635,13.107.6.156,53,UDP,ALLOW,4893,3795,41.44,DNS-OUT,US
F00670,2026-08-13 06:54:31,10.20.9.10,55285,185.125.190.29,80,TCP,ALLOW,5610,6121,158.5,OUTBOUND-WEB,GB
F00671,2026-08-13 07:00:49,10.14.5.4,63110,20.112.52.29,123,UDP,ALLOW,8115,9501,172.58,NTP-OUT,US
F00672,2026-08-13 07:10:34,10.20.9.10,59179,185.125.190.29,53,UDP,ALLOW,7299,3963,37.75,DNS-OUT,GB
F00673,2026-08-13 07:26:21,10.14.7.23,53998,142.250.74.14,123,UDP,ALLOW,1160,6300,84.15,NTP-OUT,US
F00674,2026-08-13 07:51:34,10.20.9.10,61269,104.16.132.229,80,TCP,ALLOW,3705,1660,22.39,OUTBOUND-WEB,US
F00675,2026-08-13 07:51:44,10.14.5.4,54948,104.16.132.229,80,TCP,ALLOW,5819,5738,53.2,OUTBOUND-WEB,US
F00676,2026-08-13 07:53:04,10.14.9.18,57699,185.125.190.29,443,TCP,ALLOW,6937,2960,52.19,OUTBOUND-WEB,GB
F00677,2026-08-13 07:55:29,10.14.8.11,63444,10.20.9.10,1433,TCP,ALLOW,111832,243079,159.77,INTERNAL-BUSINESS,NA
F00678,2026-08-13 07:59:03,10.14.8.11,63488,185.125.190.29,123,UDP,ALLOW,1999,21548,137.76,NTP-OUT,GB
F00679,2026-08-13 08:00:32,10.14.5.4,52341,20.112.52.29,53,UDP,ALLOW,5633,16442,124.79,DNS-OUT,US
F00680,2026-08-13 08:02:08,10.20.9.10,64442,185.125.190.29,123,UDP,ALLOW,12935,17742,71.1,NTP-OUT,GB
F00681,2026-08-13 08:24:56,10.14.9.18,60946,13.107.6.156,443,TCP,ALLOW,18361,35184,45.42,OUTBOUND-WEB,US
F00682,2026-08-13 08:32:58,10.20.9.10,64949,142.250.74.14,53,UDP,ALLOW,3352,3407,70.66,DNS-OUT,US
F00683,2026-08-13 08:51:49,10.14.9.18,62889,10.20.1.10,445,TCP,ALLOW,116829,159425,32.35,INTERNAL-BUSINESS,NA
F00684,2026-08-13 09:06:17,10.14.5.4,63599,140.82.121.4,53,UDP,ALLOW,6404,28279,94.85,DNS-OUT,US
F00685,2026-08-13 09:13:28,10.14.7.23,61870,104.16.132.229,53,UDP,ALLOW,1019,973,132.6,DNS-OUT,US
F00686,2026-08-13 09:13:45,10.14.8.11,54819,13.107.6.156,53,UDP,ALLOW,13251,30246,16.35,DNS-OUT,US
F00687,2026-08-13 09:15:52,10.14.8.11,53821,185.125.190.29,123,UDP,ALLOW,1331,3840,44.52,NTP-OUT,GB
F00688,2026-08-13 09:26:32,10.14.5.4,54828,104.16.132.229,80,TCP,ALLOW,10787,15063,156.4,OUTBOUND-WEB,US
F00689,2026-08-13 09:29:37,10.20.2.15,63954,13.107.6.156,443,TCP,ALLOW,5867,4491,70.2,OUTBOUND-WEB,US
F00690,2026-08-13 09:31:38,10.14.5.4,55646,44.236.72.93,80,TCP,ALLOW,2176,4644,160.27,OUTBOUND-WEB,US
F00691,2026-08-13 09:34:39,10.14.7.23,61733,20.112.52.29,53,UDP,ALLOW,2998,8166,173.36,DNS-OUT,US
F00692,2026-08-13 09:44:14,10.14.8.11,61898,20.112.52.29,123,UDP,ALLOW,3367,9966,4.99,NTP-OUT,US
F00693,2026-08-13 09:53:23,10.14.7.23,58542,10.20.8.20,3389,TCP,ALLOW,80256,316240,118.83,INTERNAL-BUSINESS,NA
F00694,2026-08-13 10:14:25,10.20.9.10,52360,44.236.72.93,443,TCP,ALLOW,11725,9267,65.35,OUTBOUND-WEB,US
F00695,2026-08-13 10:14:49,10.14.7.23,51453,20.112.52.29,53,UDP,ALLOW,3841,50576,174.01,DNS-OUT,US
F00696,2026-08-13 10:16:12,10.14.5.4,56841,44.236.72.93,53,UDP,ALLOW,5038,27144,156.41,DNS-OUT,US
F00697,2026-08-13 10:18:20,10.14.5.4,57122,10.20.1.10,3389,TCP,ALLOW,39200,1548,274.17,INTERNAL-BUSINESS,NA
F00698,2026-08-13 10:22:14,10.14.5.4,63225,10.20.9.10,1433,TCP,ALLOW,60681,140887,170.76,INTERNAL-BUSINESS,NA
F00699,2026-08-13 10:29:36,10.14.7.23,63366,185.125.190.29,123,UDP,ALLOW,3391,17048,167.79,NTP-OUT,GB
F00700,2026-08-13 10:43:21,10.20.9.10,51428,185.125.190.29,443,TCP,ALLOW,458,7113,76.64,OUTBOUND-WEB,GB
F00701,2026-08-13 10:51:47,10.20.9.10,53251,20.112.52.29,443,TCP,ALLOW,4129,10268,47.59,OUTBOUND-WEB,US
F00702,2026-08-13 10:57:27,10.14.8.11,63645,104.16.132.229,123,UDP,ALLOW,995,6660,153.17,NTP-OUT,US
F00703,2026-08-13 11:01:28,10.14.8.11,55394,142.250.74.14,80,TCP,ALLOW,2174,19314,123.49,OUTBOUND-WEB,US
F00704,2026-08-13 11:05:07,10.14.7.23,62645,10.20.1.10,1433,TCP,ALLOW,117601,266038,260.43,INTERNAL-BUSINESS,NA
F00705,2026-08-13 11:13:38,10.14.9.18,59483,44.236.72.93,53,UDP,ALLOW,4699,14535,59.85,DNS-OUT,US
F00706,2026-08-13 11:34:50,10.14.5.4,55344,142.250.74.14,123,UDP,ALLOW,5666,108127,21.11,NTP-OUT,US
F00707,2026-08-13 11:39:07,10.20.2.15,65059,44.236.72.93,443,TCP,ALLOW,6216,1386,159.38,OUTBOUND-WEB,US
F00708,2026-08-13 11:47:17,10.14.9.18,58967,185.125.190.29,443,TCP,ALLOW,2258,596,21.39,OUTBOUND-WEB,GB
F00709,2026-08-13 11:48:43,10.14.7.23,60812,10.20.9.10,445,TCP,ALLOW,41039,245788,60.95,INTERNAL-BUSINESS,NA
F00710,2026-08-13 11:57:12,10.14.7.23,64666,142.250.74.14,443,TCP,ALLOW,9246,1236,130.78,OUTBOUND-WEB,US
F00711,2026-08-13 11:59:56,10.14.7.23,58689,185.125.190.29,80,TCP,ALLOW,9942,8495,163.61,OUTBOUND-WEB,GB
F00712,2026-08-13 12:10:47,10.14.8.11,61659,10.20.1.10,3389,TCP,ALLOW,74120,35211,3.06,INTERNAL-BUSINESS,NA
F00713,2026-08-13 12:13:10,10.20.2.15,57037,44.236.72.93,80,TCP,ALLOW,1770,5681,55.02,OUTBOUND-WEB,US
F00714,2026-08-13 12:19:09,10.20.9.10,56223,185.125.190.29,123,UDP,ALLOW,4643,84441,127.92,NTP-OUT,GB
F00715,2026-08-13 12:34:03,10.14.9.18,60217,142.250.74.14,80,TCP,ALLOW,1263,20223,90.91,OUTBOUND-WEB,US
F00716,2026-08-13 12:55:50,10.20.9.10,55713,104.16.132.229,123,UDP,ALLOW,35882,1882,45.61,NTP-OUT,US
F00717,2026-08-13 12:57:36,10.20.2.15,52780,104.16.132.229,80,TCP,ALLOW,780,18470,159.65,OUTBOUND-WEB,US
F00718,2026-08-13 13:04:31,10.20.2.15,62317,142.250.74.14,443,TCP,ALLOW,2506,21798,92.87,OUTBOUND-WEB,US
F00719,2026-08-13 13:11:10,10.14.5.4,60179,104.16.132.229,53,UDP,ALLOW,426,5664,131.35,DNS-OUT,US
F00720,2026-08-13 13:18:38,10.14.8.11,50927,10.20.8.20,1433,TCP,ALLOW,101531,334857,77.68,INTERNAL-BUSINESS,NA
F00721,2026-08-13 13:27:58,10.14.9.18,56293,44.236.72.93,123,UDP,ALLOW,2842,1221,155.47,NTP-OUT,US
F00722,2026-08-13 13:33:11,10.14.7.23,59612,10.20.1.10,443,TCP,ALLOW,107430,36770,92.92,INTERNAL-BUSINESS,NA
F00723,2026-08-13 13:57:03,10.14.7.23,56723,44.236.72.93,53,UDP,ALLOW,3434,17890,100.97,DNS-OUT,US
F00724,2026-08-13 14:01:49,10.14.9.18,65114,142.250.74.14,53,UDP,ALLOW,662,47614,40.45,DNS-OUT,US
F00725,2026-08-13 14:02:22,10.14.7.23,55940,104.16.132.229,123,UDP,ALLOW,5072,6050,41.94,NTP-OUT,US
F00726,2026-08-13 14:03:22,10.14.9.18,58281,104.16.132.229,443,TCP,ALLOW,9495,1319,27.86,OUTBOUND-WEB,US
F00727,2026-08-13 14:05:33,10.14.5.4,58025,44.236.72.93,123,UDP,ALLOW,3810,16110,101.34,NTP-OUT,US
F00728,2026-08-13 14:17:00,10.20.9.10,53348,104.16.132.229,123,UDP,ALLOW,3149,24447,170.89,NTP-OUT,US
F00729,2026-08-13 14:24:01,10.14.9.18,61207,185.125.190.29,80,TCP,ALLOW,6569,10973,161.0,OUTBOUND-WEB,GB
F00730,2026-08-13 14:38:06,10.14.7.23,60248,104.16.132.229,53,UDP,ALLOW,5168,7728,136.99,DNS-OUT,US
F00731,2026-08-13 14:57:10,10.20.9.10,55996,104.16.132.229,53,UDP,ALLOW,3861,6133,135.87,DNS-OUT,US
F00732,2026-08-13 15:01:21,10.14.7.23,61241,10.20.8.20,443,TCP,ALLOW,641,277020,180.81,INTERNAL-BUSINESS,NA
F00733,2026-08-13 15:06:35,10.14.9.18,51507,10.20.5.12,445,TCP,ALLOW,71581,74439,108.75,INTERNAL-BUSINESS,NA
F00734,2026-08-13 15:19:51,10.14.7.23,57321,140.82.121.4,80,TCP,ALLOW,1593,25288,51.48,OUTBOUND-WEB,US
F00735,2026-08-13 15:23:57,10.14.9.18,56433,142.250.74.14,80,TCP,ALLOW,9548,4284,5.22,OUTBOUND-WEB,US
F00736,2026-08-13 15:37:28,10.20.2.15,57813,13.107.6.156,123,UDP,ALLOW,5870,21618,179.84,NTP-OUT,US
F00737,2026-08-13 15:38:33,10.20.9.10,61078,13.107.6.156,123,UDP,DENY,1832,5750,150.36,NTP-OUT,US
F00738,2026-08-13 15:58:12,10.20.9.10,58762,140.82.121.4,80,TCP,ALLOW,1702,4462,175.35,OUTBOUND-WEB,US
F00739,2026-08-13 16:03:18,10.14.8.11,62723,142.250.74.14,123,UDP,ALLOW,5110,2544,100.66,NTP-OUT,US
F00740,2026-08-13 16:12:54,10.14.7.23,50531,20.112.52.29,443,TCP,ALLOW,4165,2167,29.89,OUTBOUND-WEB,US
F00741,2026-08-13 16:13:41,10.20.9.10,54981,20.112.52.29,53,UDP,ALLOW,2052,5072,55.33,DNS-OUT,US
F00742,2026-08-13 16:16:12,10.14.8.11,56072,13.107.6.156,123,UDP,ALLOW,954,10436,65.42,NTP-OUT,US
F00743,2026-08-13 16:33:27,10.14.5.4,58216,44.236.72.93,53,UDP,ALLOW,4718,3752,129.48,DNS-OUT,US
F00744,2026-08-13 16:33:51,10.14.8.11,64116,10.20.5.12,3389,TCP,ALLOW,21271,156377,208.82,INTERNAL-BUSINESS,NA
F00745,2026-08-13 16:38:39,10.14.9.18,54497,10.20.9.10,1433,TCP,ALLOW,53582,263973,233.07,INTERNAL-BUSINESS,NA
F00746,2026-08-13 16:56:30,10.14.7.23,62644,142.250.74.14,443,TCP,ALLOW,693,5348,118.97,OUTBOUND-WEB,US
F00747,2026-08-13 17:05:20,10.20.9.10,51447,185.125.190.29,80,TCP,ALLOW,6525,5902,43.75,OUTBOUND-WEB,GB
F00748,2026-08-13 17:08:29,10.14.8.11,52874,10.20.1.10,445,TCP,ALLOW,97501,313766,186.24,INTERNAL-BUSINESS,NA
F00749,2026-08-13 17:21:10,10.14.8.11,53099,185.125.190.29,123,UDP,ALLOW,9769,16056,67.39,NTP-OUT,GB
F00750,2026-08-13 17:22:59,10.14.5.4,55329,185.125.190.29,443,TCP,ALLOW,3068,3527,21.06,OUTBOUND-WEB,GB
F00751,2026-08-13 17:25:14,10.20.9.10,57928,13.107.6.156,123,UDP,ALLOW,540,19782,74.21,NTP-OUT,US
F00752,2026-08-13 17:29:34,10.20.9.10,62638,44.236.72.93,123,UDP,ALLOW,5169,3614,38.66,NTP-OUT,US
F00753,2026-08-13 17:43:38,10.14.7.23,57297,20.112.52.29,53,UDP,ALLOW,5597,2159,17.29,DNS-OUT,US
F00754,2026-08-13 17:53:40,10.14.5.4,50883,20.112.52.29,123,UDP,ALLOW,3742,8978,99.87,NTP-OUT,US
F00755,2026-08-13 18:06:19,10.20.2.15,56518,142.250.74.14,53,UDP,DENY,13030,8846,117.45,DNS-OUT,US
F00756,2026-08-13 18:07:47,10.20.9.10,58564,13.107.6.156,80,TCP,ALLOW,1826,14421,70.05,OUTBOUND-WEB,US
F00757,2026-08-13 18:10:01,10.14.8.11,60909,185.125.190.29,443,TCP,ALLOW,698,7606,158.81,OUTBOUND-WEB,GB
F00758,2026-08-13 18:14:14,10.20.2.15,62197,20.112.52.29,123,UDP,ALLOW,15705,1684,56.47,NTP-OUT,US
F00759,2026-08-13 18:28:26,10.14.9.18,59037,185.125.190.29,53,UDP,ALLOW,8698,4780,162.11,DNS-OUT,GB
F00760,2026-08-13 18:33:48,10.14.9.18,55773,10.20.1.10,1433,TCP,ALLOW,13932,108178,15.61,INTERNAL-BUSINESS,NA
F00761,2026-08-13 18:44:57,10.20.9.10,65355,142.250.74.14,443,TCP,ALLOW,13368,3653,3.02,OUTBOUND-WEB,US
F00762,2026-08-13 19:16:14,10.14.8.11,56753,142.250.74.14,443,TCP,ALLOW,1612,15472,24.01,OUTBOUND-WEB,US
F00763,2026-08-13 19:29:47,10.20.9.10,61596,142.250.74.14,123,UDP,ALLOW,983,1908,21.87,NTP-OUT,US
F00764,2026-08-13 19:31:27,10.14.9.18,49563,20.112.52.29,123,UDP,ALLOW,843,2805,64.09,NTP-OUT,US
F00765,2026-08-13 19:50:27,10.14.8.11,64026,140.82.121.4,443,TCP,ALLOW,8454,114480,56.28,OUTBOUND-WEB,US
F00766,2026-08-13 19:53:08,10.20.9.10,61990,104.16.132.229,443,TCP,ALLOW,1556,5763,87.66,OUTBOUND-WEB,US
F00767,2026-08-13 19:56:18,10.14.7.23,49312,142.250.74.14,53,UDP,ALLOW,4637,10510,73.67,DNS-OUT,US
F00768,2026-08-13 19:58:45,10.14.5.4,65405,44.236.72.93,53,UDP,ALLOW,15367,4570,11.76,DNS-OUT,US
F00769,2026-08-13 20:16:40,10.20.2.15,61096,20.112.52.29,80,TCP,ALLOW,6540,4660,39.02,OUTBOUND-WEB,US
F00770,2026-08-13 20:39:32,10.14.9.18,57596,185.125.190.29,123,UDP,ALLOW,3294,1563,123.31,NTP-OUT,GB
F00771,2026-08-13 20:39:39,10.14.5.4,61402,185.125.190.29,123,UDP,ALLOW,1390,28254,73.62,NTP-OUT,GB
F00772,2026-08-13 20:48:12,10.20.9.10,60336,142.250.74.14,123,UDP,ALLOW,22433,47160,172.48,NTP-OUT,US
F00773,2026-08-13 20:54:59,10.14.5.4,62018,10.20.5.12,443,TCP,ALLOW,58917,82322,110.37,INTERNAL-BUSINESS,NA
F00774,2026-08-13 21:09:52,10.14.5.4,59565,10.20.5.12,1433,TCP,ALLOW,51351,208200,30.02,INTERNAL-BUSINESS,NA
F00775,2026-08-13 21:17:19,10.14.5.4,59511,13.107.6.156,443,TCP,ALLOW,8706,13094,100.85,OUTBOUND-WEB,US
F00776,2026-08-13 21:32:49,10.14.8.11,56630,10.20.5.12,443,TCP,ALLOW,30053,138083,258.15,INTERNAL-BUSINESS,NA
F00777,2026-08-13 21:39:54,10.14.9.18,60031,13.107.6.156,53,UDP,ALLOW,2375,7212,29.21,DNS-OUT,US
F00778,2026-08-13 21:48:13,10.14.9.18,59600,13.107.6.156,80,TCP,ALLOW,10848,5008,169.17,OUTBOUND-WEB,US
F00779,2026-08-13 22:14:36,10.14.9.18,59426,10.20.5.12,1433,TCP,ALLOW,11939,170747,103.04,INTERNAL-BUSINESS,NA
F00780,2026-08-13 22:15:45,10.14.9.18,49647,185.125.190.29,53,UDP,ALLOW,4016,10750,137.08,DNS-OUT,GB
F00781,2026-08-13 22:25:27,10.14.5.4,59199,44.236.72.93,443,TCP,ALLOW,1464,2629,11.99,OUTBOUND-WEB,US
F00782,2026-08-13 22:30:08,10.20.2.15,61864,20.112.52.29,80,TCP,DENY,4807,3840,62.54,OUTBOUND-WEB,US
F00783,2026-08-13 22:42:15,10.20.2.15,62745,104.16.132.229,80,TCP,ALLOW,1131,10815,57.67,OUTBOUND-WEB,US
F00784,2026-08-13 23:11:17,10.14.7.23,53753,104.16.132.229,443,TCP,ALLOW,7691,5756,131.64,OUTBOUND-WEB,US
F00785,2026-08-13 23:14:10,10.20.9.10,50479,44.236.72.93,443,TCP,ALLOW,695,6394,0.11,OUTBOUND-WEB,US
